序号,机构logo,"供应商全称
",机构名,"供应商性质
（直媒/集采/独代）",当前政策梯度,供应商开票内容,供应商开票信息,24年政策,,25年政策,,24年合作情况,,25年合作情况,,"签框前
累量金额
（针对新签约供应商）",税率(%),返点账期,支付账期,是否代下单,代下单服务费,一级对接人,,,,二级对接人,,,年框合同信息,,,,,,,,资源类型,资源属性,可合作平台,,,,,,,,,,供应商简介,2025年刊例链接,,,,,,,,,,,,
71,,江西波动智媒网络科技有限公司,波动智媒,独代+集采,25%≤X＜30%,广告服务*广告发布费 ,,"独家政策：
R＜150W：27%
R≥150W：30%
 R≥300w：35%

外采：抖音+小红书拉齐，不低于20%","独家政策：
R＜150W：27%

外采：抖音+小红书拉齐，不低于20%","独家政策：
R＜150W：27%

外采：抖音+小红书拉齐，不低于20%","独家政策：
R＜150W：27%

外采：抖音+小红书拉齐，不低于20%","291,400",0,,,,6,1个月,/,否,/,罗俊,商务,932127332@qq.com,13133824582,魏斌,总经理,binwiin,2025/1/1,2025/12/31,62,已归档,,,鑫豪,双盖版【供应商-年框合同审批-数字】江西波动智媒网络科技有限公司+年框供应商+2025年6月+2025年社会化媒体年度代理协议书-一式四份-批注版.pdf ,"美妆,时尚,家居,数码,旅行","海归,高学历,育儿师,插画师,设计师,留学生,营养师",√,,,,,,,,,,,波动智媒-1月抖音小红书自营刊例V.13133824582.xlsx,波动智媒-2月抖音小红书自营刊例V.13133824582.xlsx,"【深圳遐想一二】独家娱乐号刊例-Q1波动智媒.xlsx
波动智媒-3月抖音小红书自营刊例V.13133824582.xlsx","【波动智媒】【深圳遐想一二】自孵化娱乐号刊例-Q2.xlsx
【波动智媒】-4月抖音小红书视频号自营刊例.xlsx",波动智媒-5月抖音小红书视频号自营刊例.xlsx,波动智媒-6月抖音小红书视频号自营刊例.xlsx,【波动智媒7月独家刊例】家居、vlog、母婴、数码、美食-商务stanny.xlsx,波动智媒-8月抖音小红书视频号自营刊例.xlsx,,,,,
72,,广州市雅俗共赏文化传媒有限公司/广州似火文化传播有限公司,雅俗共赏,独代,X≥30%,广告服务*广告发布费 ,,"机构：雅俗共赏
独家政策：
小红书和抖音拉齐25%
不能外采不可以代下单

返点账期：3个月","独家政策：
小红书和抖音拉齐25%
不能外采不可以代下单
返点账期：3个月",全平台机构自营/独家签约账号（包含：抖音、小红书、视频号）拉齐政策：25%,全平台机构自营/独家签约账号（包含：抖音、小红书、视频号）拉齐政策：25%,0,0,,,,6,1个月,/,否,/,刘罗军,商务负责人,liuluojun2018@163.com,13261035513,刘罗军,商务负责人,13261035513,2025/6/24,2026/6/23,236,已归档,,,鑫豪,双盖版【供应商-年框合同审批-数字】广州似火文化传播有限公司+年框供应商+2025年6月+2025年社会化媒体年度代理协议书-一式四份-批注版.pdf ,"美妆,时尚,生活","测评,情侣",√,√,,,,,,,,,,雅俗共赏似火文化刊例 -1月.xlsx,雅俗共赏似火文化刊例 -2月.xlsx,雅俗共赏3月【似火文化】达人刊例.xlsx,未回复,似火文化刊例-5月份.xlsx,似火文化 6月刊例.xlsx,似火文化 7月份刊例.xlsx,似火文化 8月刊例.xlsx,,,,,
73,,青岛杠上开花科技有限公司,杠上开花,独代,25%≤X＜30%,广告服务*广告发布费 ,,"独家政策：
全平台拉通28%
返点账期：3个月
不可外采不可代下单","独家政策：
全平台拉通28%
返点账期：3个月
不可外采不可代下单",,,"870,000",0,,,,6,1个月,/,否,/,宋慧君,商务负责人,gskh@gskh.email,GSKH008,宋慧君,商务负责人,GSKH008,2025/1/1,2025/12/31,62,"25年政策：汽车客户返点35%，常规客户30%
@林诗茹返点账期月结可签框",推进续约-签署补充协议中-siri拟,2025/7/2,SIRI,省广X杠上开花25年年度协议.pdf,"汽车,美妆,时尚,生活,美食","演员,作家,育儿师",√,√,,√,,√,,√,,,,【杠上开花MCN】2025年1月份刊例.xlsx,【杠上开花MCN】2025年2月份刊例.xlsx,【杠上开花MCN】2025年3月份刊例.xlsx,【小溪】传媒kol部分资源库(4月份刊例).xls,【杠上开花】2025年5月份刊例.xlsx,【杠上开花】2025年6月份刊例.xlsx,【杠上开花】2025年7月份刊例(1).xlsx,【杠上开花】2025年8月份刊例.xlsx,,,,,
74,,青岛十三幺网络科技有限公司,十三幺,独代+集采,25%≤X＜30%,广告服务*广告发布费 ,,"全平台资源拉齐（含独家和外采资源）：
0-300W：返点26%
300W以上：返点28%
是否可以代下单：是
支付账期：1个月
返点账期：1个月","全平台资源拉齐（含独家和外采资源）：
0-300W：返点26%",,,0,0,,,,6,1个月,1个月,是,/,翟羽佳,商务经理,13yao@ssy.vin,Tau-30YJ,翟羽佳,商务经理,Tau-30YJ,,,,"小红书、抖音双平台返点25%，汽车项目30%
返点账期1个月，无支付账期
比去年政策还差，签不了，按30%沟通@林诗茹",政策沟通中,2025/9/3,SIRI,,"汽车,美妆,生活,美食","演员,作家,育儿师",√,√,,√,,√,,√,,,,【十三幺】2025年1月刊例 -1.17(1).xlsx,【十三幺】2025年2月刊例 - 2.25(1).xlsx,【十三幺】2025年3月刊例 - 3.11(3).xlsx,【十三幺】2025年4月刊例 - 4.1(1)(20).xlsx,【十三幺】2025年5月刊例 - 5.30.xlsx,【十三幺】2025年 6 月刊例 -6.3xlsx(6).xlsx,【十三幺】2025年7月刊例 - 7.1(3)(16)(1).xlsx,【十三幺】2025年8月刊例 - 8.4(1).xlsx,,,,,
75,,江西信和天盛文化传播有限公司 ,信和天盛,集采,20%≤X＜25%,广告服务*广告发布费 ,,全平台拉通，返点不低于20%,全平台拉通，返点不低于20%,全平台拉通，返点不低于20%,全平台拉通，返点不低于20%,"9,220,000",0,,,,6,1个月,3个月,是,/,文崇武,客户总监,wencongwu@xinhetiansheng.com ,Wen_c78,文崇武,客户总监,Wen_c78,2025/1/1,2025/12/31,62,已归档,,,SIRI,2025年社会化媒体年度代理协议书-信和天盛.pdf,"汽车,母婴,美妆,时尚,美食,医生,亲子,家居,数码,萌宠,旅行,剧情,漫画","测评,探店,男博,大学生,高学历,电视台/电台主持人,高管,企业/品牌创始人,专业赛车手,媒体主编/创始人,情侣,专业化妆师/造型师,模特,穿搭,歌手/音乐,运动健身",√,√,√,√,√,√,√,,,,,,,【信和天盛】2025年KOL资源总表-袁德强-13694869801.xlsx,【小溪】传媒kol部分资源库(4月份刊例).xls,【信和天盛】2025年KOL资源总表-袁德强-13694869801.xlsx,【信和天盛】2025年KOL资源总表-袁德强-13694869801.xlsx,信和天盛-小红书-抖音部分优质账号.xlsx,信和天盛-小红书和抖音优势资源汇总.xlsx,,,,,
76,,广州神狼文化传播有限公司,神狼文化,独代,25%≤X＜30%,广告服务*广告发布费 ,,全平台拉齐28%（不需要累量）,全平台拉齐28%（不需要累量）,,,0,0,,,,6,1个月,/,否,/,马涛,商务总监,atao4411@163.com,atao4412,马涛,商务总监,atao4412,,,,,已过期，沟通中,,,,"汽车,美妆,生活,美食","演员,作家,育儿师",√,√,,,,,,√,,,,,,神狼文化 3月独家资源报价表(12).xlsx,"【神狼文化】 4月独家资源报价表(1)(1).xlsx
【神狼文化】（短剧）4月独家报价表.xlsx",神狼文化 6月独家资源报价表(客).xlsx,神狼文化 6月独家资源报价表(客).xlsx,神狼文化 7月独家资源报价表(客).xlsx,神狼文化 8月独家资源报价表(客)(1)(3).xlsx,,,,,
78,,青岛旗鱼科技有限公司,旗鱼互动,独代,X≥30%,现代服务·信息服务费,,,,"旗鱼跃动：抖音小红书政策拉齐30%，
不可代下单
返点账期月结
开票：信息发布费 6%","旗鱼跃动：抖音小红书政策拉齐30%，
不可代下单
返点账期月结
开票：信息发布费 6%",,,,,,6%,1个月,/,/,/,一贤,商务,chenyixian@97qiyu.cn,qyyd719    18006488381,房芳,商务总监,fangfang7_19,2025年6月1日,2025年5月31日,,已归档,,,SIRI,省广X旗鱼25-26年年框合同0922.pdf,,,,,,,,,,,,,,,,,,,,【旗鱼跃动】25年7月刊例 (情感剧情、vlog日常、美妆测评).xlsx,【旗鱼跃动】25年8月刊例 [情感剧情、vlog日常、美妆测评].xlsx,,,,,
79,,广州大事件网络科技有限公司,广州大事件,独代,X≥30%,广告服务*广告发布费,,"政策：独家通用政策
全平台（抖音、微信公众号、小红书、快手、视频号）拉齐5.5折
",全平台（抖音、微信公众号、小红书、快手、视频号）拉齐5.5折,"全平台（抖音、微信公众号、小红书、快手、视频号）拉齐返点35%
不代下单，月结返点，无支付账期","全平台（抖音、微信公众号、小红书、快手、视频号）拉齐返点35%
不代下单，月结返点，无支付账期","8,250","8,250",,,,6,1个月,/,否,/,覃端豪,老板,598681108@qq.com,18898888612,练星辰,全国品牌高级营销经理,13928497739 / ipu910,2025/7/1,2626/6/30,,已归档,,,SIRI,省广X大事件25-26年年度代理协议.pdf,"生活,美食","探店,外国人,企业/品牌创始人,演员,情侣,模特",√,√,√,√,√,√,,√,,,,25年1月品牌刊例「大事件MCN城市号」.xlsx,25年2月品牌刊例「大事件MCN城市号」.xlsx,25年3月品牌刊例「大事件MCN城市」.xlsx,【大事件】25年4月品牌刊例「大事件MCN城市」(1).xlsx,25年5月品牌刊例「大事件MCN城市」.xlsx,25年6月品牌刊例「大事件MCN城市」.xlsx,25年7月品牌刊例「大事件MCN城市」.xlsx,25年8月品牌刊例「大事件MCN城市」.xlsx,,,,,
80,,想象（厦门）数字科技有限公司,新居网,独代,25%≤X＜30%,现代服务·信息服务费,,,,,,,,,,,,,,,,丁洁铿,,dingjiekeng@imaginemedia.cn,13902494982,,,,,,,"0＜R＜100w：25%
100w≤R＜300w：30%
300w≤R＜500w：35%
R≥500w：38%
合作平台：小红书、抖音、视频号、微博、快手
返点账期1个月，无支付账期
@林诗茹按30%这档起签
顶框不是38%吗？怎么30%是对方顶框了？如果他们没法给到，那是不是我们可以直接跟新居网聊，不通过他们合作？@林诗茹",30是对方顶框，无合作基础，无法给到顶框@郑玉莹,2025/9/26,SIRI,,,,,,,,,,,,,,,,,,,,,刊例（7月)2025年新居网MCN达人报价表.xlsx,,,,,,
81,,上海告趣信息科技有限公司,告趣,独代+集采,25%≤X＜30%,现代服务·信息服务费,,,,,,,,,,,,,,,,赖道婧,,daojing.lai@gaoq.com,18650935023,,,,,,,"小红书返点25%,支付账期一个月，返点账期一个月。",合同&入库跟进中,2025/9/12,SIRI,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,"江西众媒汇文化传
媒有限公司",众媒汇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,政策沟通中&入库中,2025/9/26,SIRI,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,,虎霸文化,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,政策沟通中&入库中,2025/9/26,SIRI,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,湖南创新娱乐传媒有限公司,芒果,独代+集采,25%≤X＜30%,信息服务费,,"0-300w：
-抖音快手
自营KOL不低于25%、自营娱乐号不低于35%
-小红书
自营KOL不低于20%、自营娱乐号不低于25%

ps：以上政策为针对大客户行业给予的特殊优惠政策，基于大客户投放体量优势，抖音、快手平台的自营KOL资源，在基础框架政策的基础上，第一阶梯增加5%的折扣比例，即25%；第二阶梯增加3%的折扣比例，即28%；第三阶梯政策不变。

外采政策：不低于10%（针对非自营资源合作，双方可根据不同平台、不同项目需求，以实际项目确认的二核政策为准）","0-300w：
-抖音快手
自营KOL不低于25%、自营娱乐号不低于35%
-小红书
自营KOL不低于20%、自营娱乐号不低于25%",,,"1,391,255","1,391,255",,,,6,1个月,1个月,是,/,樊心洁,商务经理,fanxinjie@fulantv.com,13389451390,罗琳倩,营销中心负责人,L07ZXD_180508,,,,,政策沟通中,,,,"母婴,美妆,时尚,生活,美食,亲子,家居,数码,萌宠,剧情,影视娱乐,新闻资讯","演员,情侣,舞蹈,二次元,穿搭,歌手/音乐,运动健身",√,√,√,√,√,√,,√,,,芒果MCN2024机构介绍.pdf,"【芒果MCN】2025年1月抖音账号刊例 （12.31）(1).xlsx
【芒果MCN】娱乐营销资源刊例-1.15.xlsx","【芒果MCN】25年2月抖音垂类达人刊例 2.8.xlsx
【芒果MCN】娱乐营销资源刊例-2.8.xlsx","【芒果MCN】3月 抖音母婴家居生活达人刊例.xlsx
【芒果MCN】娱乐营销资源刊例-3.10.xlsx","【芒果MCN】25年4月抖音刊例（母婴 家居 生活）.xlsx
【芒果MCN】娱乐营销资源刊例-4.2.xlsx","芒果MCN2025年五月抖音刊例表4.24.xlsx
【芒果MCN】5月娱乐营销资源刊例-4.27.xlsx",【芒果MCN】6月娱乐营销资源刊例.xlsx,【芒果MCN】7月娱乐营销资源刊例.xlsx,【芒果MCN】8月娱乐营销资源刊例.xlsx,,芒果人MCN刊例Q3-10月.xlsx,,,
13,,深圳市少女派科技有限公司,少女派,独代,25%≤X＜30%,,,"机构政策：独家资源通用政策（不外采）
阶梯式政策
抖音：基础返点25%
小红书：基础返点20%
如后续合作量达70w 抖音30% 小红书23%， 100w200w300w往后还有不同的阶梯
不可代下单
1、需要先达到合作量才会放政策","抖音：基础返点25%
小红书：基础返点20%",,,"362,800","362,800",,,,6,,/,否,/,张嘉敏,商务经理,438077144@qq.com,176 6534 3681/GirlPower-88,曹鹤立,商务部总监,ssswww220,,,,"0-100w，抖音25%，小红书20%
100w-200w，抖音：32%，小红书：25%；
200w-300w，抖音：33%，小红书：26%； 
300w+，抖音：35%，小红书：28%；
汽车行业合作60s+，抖音可返30%
返点月结，信息服务费6%，不可代下单
合作量不高，只能按照这个政策签约
@林诗茹梯度过高且繁杂，减少梯度，降低体量",入库中,2025/8/7,SIRI,,"汽车,母婴,美妆,生活,医生,家居,漫画","高学历,企业/品牌创始人,医生,模特,科普",√,√,,,,,,,,"
 ",医学护肤MCN,"【少女派&萤火健康】2025年01月刊例（精致生活,家居家装,医生,母婴,成分,美垂）商务Jasmine嘉敏-2025.01.09.xlsx","【少女派&萤火健康】2025年02月刊例（精致生活,家居家装,医生,母婴,成分,美垂）商务Jasmine嘉敏-2025.02.14.xlsx","【少女派&萤火健康】2025年03月刊例（精致生活,家居家装,医生,母婴,成分,美垂）商务Jasmine嘉敏-2025.03.10.xlsx","【少女派&萤火健康】2025年04月刊例（精致生活,家居家装,医生,母婴,成分,美垂）商务Jasmine嘉敏-2025.03.25.xlsx","【少女派&萤火健康】2025年05月刊例（精致生活,家居家装,医生,母婴,成分,美垂）商务Jasmine嘉敏-2025.05.15.xlsx","【少女派&萤火健康】2025年06月刊例（精致生活,家居家装,医生,母婴,成分,美垂）商务Jasmine嘉敏-2025.05.27.xlsx","【少女派&萤火健康】2025年07月刊例（精致生活,家居家装,医生,母婴,成分,美垂）商务Jasmine嘉敏-2025.06.30.xlsx","【少女派&萤火健康】2025年08月刊例（精致生活,家居家装,医生,母婴,成分,美垂）商务Jasmine嘉敏-20250731.xlsx",,"【少女派&萤火健康】2025年10月刊例（精致生活,家居家装,科技数码,医生,母婴,成分,美垂）商务Jasmine嘉敏-20250929.xlsx",,,
12,,杭州麻瓜网络科技有限公司,差评、麻瓜联盟,独代,15%≤X＜20%,,,"独家：
差评（公众号）：30%；
公里每小时（公众号）40%；
其余账号（公众号）20%
b站：返点15%
抖音&小红书：返点20%
视频号20%","独家：
差评（公众号）：30%；
公里每小时（公众号）40%；
其余账号（公众号）20%
b站：返点15%
抖音&小红书：返点20%
视频号20%",,,"350,000","350,000",,,,6,,/,否,/,施蓓蓓,商务经理,beibei@chaping.tech,18521508080,莫润或,品牌营销总监,mrunfar,,,,玉莹沟通中,,,鑫豪/玉莹,,"汽车,生活,数码","测评,海归,高学历,高管,媒体主编/创始人,作家,摄影师,科普,漫画",√,√,√,√,√,√,,√,,,2023麻瓜联盟简介.pdf,差评X.PIN&麻瓜联盟&瓜瓜乐 合作方案 0120.xlsx,差评X.PIN&麻瓜联盟&瓜瓜乐 合作方案 0224.xlsx,差评X.PIN&麻瓜联盟&瓜瓜乐 合作方案 0303.xlsx,【差评X.PIN&麻瓜联盟】 合作方案 0331.xlsx,差评X.PIN&麻瓜联盟 合作方案 0519.xlsx,差评X.PIN&麻瓜联盟 合作方案 0603.xlsx,差评X.PIN&麻瓜联盟 合作方案 0701.xlsx,差评X.PIN&麻瓜联盟 合作方案 0801.xlsx,,差评X.PIN&麻瓜联盟 合作方案 1011.xlsx,,,
11,,广州清栀时尚文化传播有限公司,五月星河、莓有烦恼、森虎文化、初尘,独代,25%≤X＜30%,,,"2024年政策：
抖音、小红书、快手拉齐政策
0-300W:25%
300W以上：30%","抖音、小红书、快手拉齐政策
0-300W:25%",,,"524,000","509,000",,,,6,,/,否,/,邱立芳,商务经理,pandora0102@vip.qq.com,,王丰立, 商业化总经理,19963011139,,,,供应商入库资料收集中，政策下周一面聊，供应商约见,入库中,,SIRI,,"母婴,美妆,时尚,生活,数码,剧情","测评,高学历,企业/品牌创始人,演员,情侣,播音主持专业,设计师,留学生,营养师,舞蹈老师,模特,选美冠军,包租婆",√,√,,,,,,√,,,五月美妆公司介绍2024(1).pdf,"MAY MEDIA KOL LIST . 2025-1.xlsx
五月星河2025年1月份kol刊例表.xlsx","MAY MEDIA KOL LIST . 2025-2.xlsx
五月星河2025年2月份kol刊例表.xlsx",五月星河2025年3月份kol刊例表.xlsx,【五月星河】2025年4月份kol刊例表.xlsx,五月星河2025年5月份kol刊例表 .xlsx,五月星河2025年6月份kol刊例表 .xlsx,五月星河2025年7月份kol刊例表-云可.xlsx,五月星河2025年8月份kol刊例表 (1).xlsx,,五月星河2025年10月份kol刊例表.xlsx,,,
22,,北京觅桃严选文化传媒有限公司,觅桃文化,独代,25%＜X≤30%,广告服务*广告代理服务,,政策：小红书不低于25%（举例：母婴类基础22%，家居护肤类20%，每月特殊账号25%）,小红书不低于25%,全平台机构自营/独家签约账号拉齐政策：小红书：25%,小红书：25%,0,0,,,,6,1个月,/,否,/,冀恒刚,商务,jihg@mitao360.cn,"电话：18500269754  
 微信号：jhg695355570",王晓楠,商务总监,"电      话:18611088032
微 信 号：xiaonan497576",2025/6/30,2026/12/31,427,已归档,,,鑫豪,双盖版【供应商-年框合同审批-数字】北京觅桃严选文化传媒有限公司+年框供应商+2025年6月+2025年社会化媒体年度代理协议书-一式四份-批注版.pdf ,"母婴,时尚,生活,医生,亲子,家居","测评,探店,电视台/电台主持人,演员,情侣,医生,模特,摄影师",,√,,,,,,,,,觅桃文化介绍.pdf,【觅桃文化】独家刊例 2025年1月.xlsx,【觅桃文化】独家刊例 2025年2月.xlsx,【觅桃文化】独家刊例 2025年3月.xlsx,【觅桃文化】独家刊例 2025年4月 -.xlsx,【觅桃文化】纯独家刊例 2025年5月.xlsx,【觅桃文化】纯独家刊例 2025年6月 .xlsx,【觅桃文化】独家刊例 2025年7月.xlsx,【觅桃文化】独家刊例2025年8月.xlsx,,,,,
77,,江西遇见光传媒有限公司,遇见光,独代+集采,25%≤X＜30%,广告服务*广告发布费 ,,"机构：遇见光
机构类型：集采
政策：外采+独家拉通

抖音+小红书KOL政策：拉通25%
抖音+小红书KOC政策：
如走平台下单，同步KOL政策
如走水下下单，政策如下
小红书千粉KOC账号：不高于500元
抖音万粉KOC账号：不高于800元
懂车帝：25%
今日头条：20%
视频号：25%
公众号：20%","政策：外采+独家拉通

抖音+小红书KOL政策：拉通25%
抖音+小红书KOC政策：
如走平台下单，同步KOL政策
如走水下下单，政策如下
小红书千粉KOC账号：不高于500元
抖音万粉KOC账号：不高于800元
视频号：25%
公众号：25%
B站：25%",,,0,0,,,,6,1个月,/,否,/,郑奇宇,商务主管,2812208232@qq.com,"电话：19301318386
微信号：rrmgzh001",李文旺,商务经理,Wen-Ricardo,,,,该供应商同麦麦文化一家公司，目前这个主体已不使用,,,SIRI,,"汽车,美妆,生活,美食","演员,作家,育儿师",√,√,√,√,,,,√,√,,今日头条,,麦麦文化-2月刊例.xlsx,沐青文化2025年3月刊例.xlsx,未回复,麦麦文化刊例【巳巳如意】.xlsx,暂无,沐青2025年7月刊例.xlsx,遇见光文化2025年8月刊例.xlsx,,,,,
69,,北京升木文化传媒有限公司,升木文化,独代+集采,25%≤X＜30%,广告服务*广告发布费 ,,"、合作政策：
【抖音、小红书、视频号、懂车帝等】
自营账号全平台：返点不低于30%
外采账号全平台：返点不低于 25%
3、账期：
支付账期：平台预充值（针对有需要的项目可单独沟通提供账期）
返点账期：1个月","、合作政策：
【抖音、小红书、视频号、懂车帝等】
自营账号全平台：返点不低于30%
外采账号全平台：返点不低于 25%
3、账期：
支付账期：平台预充值（针对有需要的项目可单独沟通提供账期）
返点账期：1个月",,,0,0,,,,6,1个月,/,否,/,贾亚男,商务总监,81791650@qq.com,13439617300,孙冬炜,总经理,13911585174,,,,24年合同审核完毕待走OA流程，但目前对接人基本是无回复的状态，不建议推进签框,沟通暂缓,,,,"汽车,生活",无,√,√,,√,,,,,√,,,,2月价格抖音提报模板.xlsx,升木3月价格抖音提报模板.xlsx,未回复,未回复,未回复,7月KOL推荐列表 .xlsx,更新 8月KOL推荐列表 .xlsx,,,,,
80,,江西懿世文化传媒有限公司,懿世、量克,独代+集采,25%＜X≤30%,广告服务*广告发布费,,"政策：独家及外采资源通用政策（独家和外采一起累框）
阶梯式政策
抖音：合作体量（0-100w）返点25%，100w以上30%
小红书：合作体量（0-100w）返点20%，100w以上25%
视频号（平台）：7折（可开户）","抖音：返点25%，
小红书：返点20%
视频号（平台）：7折",,,"92,000","92,000",,,,6,,3个月,是,0,邓普林,商务负责人,dcdc258@qq.com,,易怀相,总经理,Yhxxjhyxc,,,,下单量不多，想要建联事业群，如果没有办法建联，就有合作走单项目就好,沟通暂缓,,,,"汽车,母婴,美妆,时尚,亲子,家居,数码,萌宠,旅行,剧情,生活","测评,探店,海归,高学历,电视台/电台主持人,高管,企业/品牌创始人,节目嘉宾,育儿师,专业化妆师/造型师,营养师,健康管理师,舞蹈老师,幼儿园园长,模特,方言,摄影师,导演,乐队,科普,中医",√,√,,√,,,,,,,2024年懿世文化简介.pdf,,,懿世25.3月刊例.xlsx,【懿世文化】4月刊例（含鼎梦+量克 ）(1).xlsx,25年5月懿世文化刊例.xlsxDC版(1).xlsx,25年6月懿世文化刊例 .xlsx,2025年7月懿世文化刊例.xlsx,25年8月懿世刊例.xlsx,,,,,
81,,深圳市乾派文化传播有限公司,乾派文化、向乾,独代+集采,"20%＜X≤25%
抖音快手政策：25%＜X≤30%",现代服务·信息服务费,,"24年政策：（独家和外采一起累框）
抖音快手自营28 签约22 
小红书B站20%
每月有特价账号一般是高于框架返点的返点30%，以对接商务报价为准
特殊项目也可接受溢价（例如大项目合作或打包多账号等，抖音快手的签约账号可上浮）

外采政策：
返点不低于17%","抖音快手自营28 签约22 
小红书B站20%",,,"2,552,200","2,552,200",,,,6,,1个月,是,/,黄倚天,商务经理,huangyitian@zhuanzhuan.com,ken-ones1,康哲衔,商务经理,13068727732,,,,"先不签年框，和对外政策统一一样，自营30%，外采25%
不签框原因是什么？@张在森
【自营】抖、快 30%，
【签约】抖、快 25%

【自营】小红书 25% B站20%
【签约】B站 小红书 视频号 20%",沟通暂缓,,,,"汽车,母婴,美妆,时尚,生活,亲子,家居,数码,旅行,二次元,剧情,三农,游戏","测评,探店,情侣,二次元,科普,动画,穿搭",√,√,,√,,√,,√,,今日头条,乾派文化MCN及向乾代理-公司介绍-12.7.pptx,,,【乾派文化】2025年3月刊例   .xlsx,【乾派文化】2025年4月刊例-bigger .xlsx,【乾派文化】2025年5月刊例 .xlsx,【乾派文化】2025年6月刊例 .xlsx,【乾派文化】2025年7月刊例 .xlsx,【乾派文化】2025年8月刊例 .xlsx,,,,,
83,,优界文化传播（上海）有限公司,优界,独代,X＞30%,广告服务*广告发布费 ,,"政策：独家刊例资源政策
抖音：40%
微博：按平台价下单后到手价 返点5%
微信公众号(走互选）：6折

2.关于微博，目前是平台价下单可接（非刊例价），因为平台价本身具备一个折扣，考虑到制作成本，目前她们给到的政策是：我们平台自下单再返平台是到手价5%；也可以授权机构下单，政策是按照刊例价来算折扣，政策与抖音刊例可拉齐
3.公众号目前可以按照最有优政策来执行（后台价/刊例价 选其低价）
4、给到我们的政策上已经是顶框，如果年合作量达到1000w+，另会有一个5%的返点","抖音：40%
微博：按平台价下单后到手价 返点5%
微信公众号(走互选）：6折",,,0,0,,,,6,,/,否,/,刘钰 ,商务总监,kikiliuyu@youjoy.tech,,子阳,总经理,18121095511,,,,"这个机构沟通非常困难，政策根本就是敷衍了事，只想赶紧接上汽项目，不太建议签框。。
我整理一下信息哈@尹小平（小平） 

1、for独家/自营刊例资源
抖音：40%返点（平台裸价）
微博：省广下单，机构到手价的返点5%；若是机构自下单，则平台刊例价的5%
微信公众号&视频号：40%返点（平台裸价）
*另外如果年合作量达到1000w+，另会有一个5%的返点
2、是否可配合进行外采比价（采买非独家签约账号）及相关政策：可全平台配合比价；预估30%-40%返点范围，具体bycase沟通，
3、抖音平台可以代下单需要收取2%代下单服务费（以含服务费下单量为基数）
4、若走平台需省广自行平台下单，下单预付无账期；若走水下合作账期最多1个月",沟通暂缓,,,,"美妆,时尚,生活,亲子,家居,旅行","测评,探店,大学生,高管,企业/品牌创始人,媒体主编/创始人,情侣,模特,穿搭,歌手/音乐",√,,√,,√,,,,,,,,2025年2月梦想空间资源表格.xlsx,2025年3月梦想空间资源表格(自孵独家）抖音+微博.xlsx,【优界】2025年4月梦想空间资源表格(3)(2)(1).xlsx,2025年5月梦想空间刊例（自孵独家+KOL+KOC).xlsx,2025年6月梦想空间1.xlsx,2025年7月梦想空间刊例(5).xlsx,2025年8月梦想空间刊例.xlsx,,,,,
84,,杭州达灵文化传媒有限责任公司,达灵文化,独代+集采,20%＜X≤25%,信息服务费,,"独家政策：小红书：20%，抖音、快手拉齐：25%
外采政策：小红书不低于15%，抖音不低于20%","独家政策：小红书：20%，抖音、快手拉齐：25%
外采政策：小红书不低于15%，抖音不低于20%",,,"24,775","24,775",,,,6,,/,否,/,徐缘,,1343172378@qq.com,,Liz:）,副总,Swiwian,,,,年框25年6月30日到期，目前机构反馈合作体量不多，续框意愿不高,沟通暂缓,,,达灵文化年框合同.pdf,"美妆,时尚,生活,剧情","测评,（前）空姐,穿搭,变装",√,√,,,,,,,,,,达灵Darling1月刊例12.31.xlsx,达灵Darling2月刊例1.27.xlsx,达灵Darling3月刊例2.26.xlsx,【达灵】Darling4月刊例4.3.xlsx,达灵Darling5月刊例0520(2).xlsx,达灵Darling6月刊例5.23 .xlsx,达灵Darling7月独家刊例7.3.xlsx,达灵Darling8月独家刊例7.28(1).xlsx,,,,,
85,,深圳市飞鱼新媒体网络科技有限公司,飞鱼,独代,20%＜X≤25%,信息服务费/咨询服务费,,"政策：独家/外采通用阶梯型返点政策，小红书/抖音

小红书
0-150： 20%
150-300万 22%
300万及以上：24% 

抖音：
0-150： 24%
150-300万 26%
300万及以上：28% 

附加费用(包括但不限于挂车费、授权费、产品费、线下出席费、多人出镜费、差旅费等)无返点。","小红书
0-150： 20%
抖音：
0-150： 24%",,,"538,600",0,,,,6,,/,否,/,白塔,,1103441717@qq.com,,Angel,商务总监,18823769322,,,,如降框，不考虑签约，作为建联公司储备,沟通暂缓,,,,"母婴,美妆,时尚,美食,家居,数码,萌宠,旅行,三农",测评,√,√,√,√,√,,,√,,,,,,【家居数码飞鱼】2025年3月刊例-微信：fyxy0304  .xlsx,【飞鱼】2025年4月刊例-微信：fyxy0304.xlsx,【家居数码飞鱼】2025年5月刊例-微信：18124029229.xlsx,【家居数码飞鱼】2025年6月刊例-微信：fyxy0304  .xlsx,【家居数码飞鱼】2025年7月刊例-微信：18124029229 (1).xlsx,【家居数码飞鱼】2025年8月刊例-微信：18124029229.xlsx,,,,,
